Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
1500,36 Months,10.0,RENT,58296.0,Debt Consolidation,CA,10.6,None,37049.33472,740.0,0.0,0,9.0,None,19841.0,58.6,17.0,0,None,Uncreditworthy
20000,60 Months,10.0,MORTGAGE,69500.0,Debt Consolidation,AL,21.19,Three,31986.188189999997,660.0,2.0,3,11.0,None,12727.0,67.0,28.0,0,None,Creditworthy
15600,36 Months,0.5,MORTGAGE,110000.0,Credit Card,TX,2.0,None,35938.52222,785.0,1.0,0,6.0,None,1.0,0.0,31.0,257,None,Creditworthy
8000,36 Months,10.0,OWN,69996.0,Small Business,FL,1.08,None,35565.09306,755.0,1.0,58,14.0,None,3416.0,8.6,21.0,1000,None,Creditworthy
30000,60 Months,10.0,RENT,60000.0,Debt Consolidation,VT,20.74,None,35203.12083,695.0,3.0,65,18.0,None,16085.0,30.8,30.0,0,None,Creditworthy
15250,36 Months,4.0,MORTGAGE,31500.0,Debt Consolidation,PA,2.48,None,39365.51111,750.0,1.0,0,5.0,None,2098.0,27.6,8.0,727,None,Uncreditworthy
20000,36 Months,5.0,MORTGAGE,48235.0,Debt Consolidation,OH,7.61,None,36981.37708,725.0,1.0,0,11.0,None,10241.0,38.5,25.0,900,None,Creditworthy
24000,36 Months,5.0,MORTGAGE,140000.0,Home Improvement,NJ,10.46,None,37688.28056,710.0,1.0,0,9.0,None,27775.0,65.5,21.0,0,None,Creditworthy
10625,36 Months,2.0,RENT,30000.0,Credit Card,NY,23.36,None,37696.39375,715.0,1.0,0,18.0,None,15037.0,91.1,26.0,0,None,Creditworthy
2100,36 Months,0.5,RENT,33600.0,Credit Card,IL,13.39,None,37637.32778,700.0,1.0,0,9.0,None,14878.0,37.7,23.0,96,None,Creditworthy
9500,36 Months,1.0,MORTGAGE,38400.0,Credit Card,OK,11.09,None,36051.400689999995,695.0,1.0,68,5.0,None,8999.0,61.2,16.0,0,None,Creditworthy
2850,60 Months,10.0,RENT,16176.0,Debt Consolidation,NY,18.62,None,36775.12014,740.0,0.0,0,9.0,None,10587.0,52.2,37.0,741,None,Creditworthy
3000,36 Months,10.0,MORTGAGE,55500.0,Home Improvement,OH,8.95,None,32354.07778,770.0,0.0,0,7.0,None,4975.0,21.0,26.0,348,None,Creditworthy
20000,36 Months,5.0,MORTGAGE,69300.0,Debt Consolidation,MN,14.94,None,35803.26806,810.0,0.0,0,6.0,None,162.0,8.1,21.0,279,None,Creditworthy
11000,36 Months,6.0,MORTGAGE,52704.0,Debt Consolidation,OR,8.95,None,30740.41528,740.0,1.0,69,10.0,None,25212.0,46.6,33.0,706,None,Creditworthy
3000,36 Months,4.0,MORTGAGE,50402.03,Credit Card,GA,11.45,None,34475.525,690.0,0.0,64,23.0,None,21085.0,36.8,47.0,310,None,Creditworthy
20000,36 Months,4.0,MORTGAGE,96000.0,Debt Consolidation,WA,10.19,None,36142.21597,725.0,0.0,0,12.0,None,21153.0,55.6,34.0,147,None,Creditworthy
2100,36 Months,10.0,MORTGAGE,55963.0,Debt Consolidation,MI,21.1,None,31346.235419999997,685.0,2.0,0,19.0,One,29519.0,75.5,36.0,202,One,Uncreditworthy
12000,36 Months,5.0,RENT,72000.0,Debt Consolidation,CO,18.17,None,33048.04653,715.0,3.0,0,12.0,None,16579.0,42.0,26.0,70,None,Uncreditworthy
5000,36 Months,0.5,RENT,38352.0,Debt Consolidation,GA,11.64,None,38864.31736,680.0,0.0,0,4.0,None,4655.0,89.5,5.0,0,None,Creditworthy
15000,36 Months,6.0,RENT,40000.0,Debt Consolidation,VA,17.46,None,34660.434030000004,695.0,1.0,0,9.0,None,8175.0,77.1,30.0,229,None,Creditworthy
6000,36 Months,10.0,MORTGAGE,200000.0,Major Purchase,AL,11.52,None,35867.07569,660.0,1.0,24,13.0,None,50000.0,95.9,45.0,61,None,Creditworthy
2700,36 Months,1.0,RENT,32000.0,Debt Consolidation,AR,23.18,None,37570.49097,730.0,1.0,0,9.0,None,18458.0,49.2,22.0,0,None,Creditworthy
5400,36 Months,0.5,MORTGAGE,121008.0,Debt Consolidation,NY,7.0,None,36488.50069,795.0,1.0,0,10.0,None,466.0,2.1,29.0,111,None,Creditworthy
7000,36 Months,5.0,OWN,65004.0,Debt Consolidation,NJ,9.12,None,37825.3,685.0,0.0,0,6.0,None,7361.0,72.2,10.0,51,None,Creditworthy
20000,36 Months,8.0,RENT,84996.0,Other,PA,12.61,None,33658.539580000004,705.0,2.0,0,21.0,None,197.0,0.5,50.0,181,None,Creditworthy
18000,36 Months,8.0,MORTGAGE,45600.0,Debt Consolidation,NC,23.16,None,38025.26042,725.0,0.0,0,10.0,None,12423.0,37.2,24.0,141,None,Creditworthy
10800,36 Months,2.0,RENT,39288.0,Debt Consolidation,NY,5.53,None,38119.494439999995,695.0,1.0,0,12.0,None,14922.0,43.8,15.0,495,None,Uncreditworthy
15000,36 Months,7.0,RENT,43000.0,Debt Consolidation,CA,20.79,None,37949.25486,725.0,1.0,36,14.0,None,10784.0,28.2,20.0,89,None,Creditworthy
14000,36 Months,4.0,RENT,62500.0,Debt Consolidation,VA,15.27,None,35719.11319,720.0,2.0,48,9.0,None,6485.0,37.5,22.0,105,None,Creditworthy
16000,36 Months,8.0,MORTGAGE,75000.0,Debt Consolidation,MD,24.37,None,35418.367360000004,700.0,0.0,0,9.0,None,18878.0,44.8,18.0,0,None,Creditworthy
35000,60 Months,3.0,RENT,82840.0,Other,CT,17.92,None,36835.24792,745.0,2.0,0,11.0,None,3127.0,28.7,36.0,165,None,Uncreditworthy
15000,36 Months,10.0,RENT,57720.0,Debt Consolidation,FL,8.61,None,34367.06389,695.0,1.0,0,10.0,None,14453.0,45.5,24.0,124,None,Creditworthy
6000,60 Months,4.0,MORTGAGE,46000.0,Major Purchase,CA,3.97,None,38089.39514,705.0,0.0,40,8.0,None,4822.0,45.5,10.0,0,None,Creditworthy
35000,60 Months,10.0,MORTGAGE,75705.0,Home Improvement,FL,26.19,None,32968.38472,735.0,0.0,0,14.0,None,34883.0,41.4,30.0,505,None,Uncreditworthy
8575,36 Months,5.0,RENT,36000.0,Small Business,NY,16.13,None,39270.32917,670.0,1.0,0,11.0,None,9585.0,45.7,12.0,0,None,Uncreditworthy
15200,36 Months,1.0,OWN,50000.0,Other,TX,7.25,None,35812.2375,735.0,3.0,0,8.0,None,2140.0,6.0,11.0,1000,None,Creditworthy
9300,36 Months,8.0,RENT,54996.0,Debt Consolidation,IL,12.15,None,35551.34236,750.0,1.0,0,10.0,None,2498.0,24.7,15.0,1000,None,Creditworthy
22000,60 Months,3.0,MORTGAGE,55000.0,Debt Consolidation,OH,14.03,None,37055.37986,720.0,3.0,0,7.0,None,1286.0,11.3,27.0,414,None,Uncreditworthy
6000,36 Months,5.0,RENT,55000.0,Debt Consolidation,CT,22.28,None,36598.273610000004,735.0,2.0,0,13.0,None,14217.0,20.2,25.0,0,None,Creditworthy
20000,36 Months,6.0,RENT,70000.0,Credit Card,CA,18.55,None,38114.51458,695.0,0.0,0,8.0,None,12100.0,73.8,11.0,579,None,Creditworthy
7500,36 Months,8.0,MORTGAGE,72000.0,Credit Card,CA,14.07,One,36652.22014,670.0,1.0,20,13.0,None,15885.0,46.9,22.0,343,None,Creditworthy
3000,36 Months,1.0,MORTGAGE,45000.0,Home Improvement,SC,23.47,None,35750.27708,690.0,0.0,0,6.0,None,8908.0,76.1,15.0,321,None,Creditworthy
11000,36 Months,5.0,RENT,69000.0,Debt Consolidation,DC,12.7,None,30000.0,680.0,0.0,41,15.0,None,21479.0,82.3,22.0,106,None,Creditworthy
6000,36 Months,10.0,RENT,39000.0,Debt Consolidation,AZ,12.0,None,37793.48333,700.0,0.0,0,16.0,None,3389.0,21.7,22.0,313,None,Creditworthy
4800,36 Months,3.0,RENT,15996.0,Other,MA,9.98,None,38367.45347,665.0,1.0,48,9.0,None,1101.0,61.2,12.0,816,None,Creditworthy
15000,36 Months,10.0,MORTGAGE,100000.0,Other,NY,17.01,None,34350.51944,765.0,2.0,0,7.0,None,8828.0,19.5,60.0,166,None,Creditworthy
5500,36 Months,0.5,RENT,60000.0,Credit Card,CA,22.78,None,36059.41319,740.0,0.0,0,13.0,None,5275.0,87.9,19.0,1000,None,Creditworthy
4000,36 Months,1.0,RENT,52800.0,Major Purchase,CA,0.59,None,36132.075,740.0,1.0,0,6.0,None,630.0,7.9,6.0,565,None,Creditworthy
12200,36 Months,1.0,RENT,42000.0,Major Purchase,CA,22.66,None,37580.429860000004,705.0,1.0,0,17.0,None,4761.0,68.0,25.0,79,None,Uncreditworthy
24000,36 Months,2.0,MORTGAGE,75000.0,Debt Consolidation,FL,17.82,None,34611.263889999995,715.0,0.0,58,11.0,None,29814.0,53.9,26.0,0,None,Creditworthy
2500,36 Months,10.0,MORTGAGE,67200.0,Major Purchase,CT,19.63,None,34785.11806,675.0,1.0,35,5.0,One,6715.0,58.4,16.0,128,One,Uncreditworthy
1500,36 Months,0.0,MORTGAGE,70632.0,Other,GA,10.45,None,30000.0,705.0,1.0,0,17.0,One,8169.0,24.6,38.0,188,One,Creditworthy
8000,36 Months,8.0,MORTGAGE,33600.0,Credit Card,PA,12.32,None,34297.463189999995,730.0,0.0,45,6.0,None,1281.0,13.8,24.0,67,None,Creditworthy
5600,36 Months,10.0,RENT,56000.0,Credit Card,FL,17.04,None,32197.144439999996,750.0,2.0,0,9.0,None,50000.0,41.9,32.0,59,None,Creditworthy
1000,36 Months,2.0,MORTGAGE,88000.0,Major Purchase,LA,10.34,None,36403.474310000005,675.0,1.0,0,10.0,None,30435.0,93.6,21.0,329,None,Creditworthy
12000,60 Months,0.5,RENT,24000.0,Other,WA,15.15,None,38977.14306,725.0,2.0,0,3.0,None,2477.0,70.8,5.0,827,None,Uncreditworthy
6000,36 Months,3.0,MORTGAGE,75000.0,Other,TX,7.55,None,38005.38472,725.0,0.0,0,6.0,None,4815.0,33.0,10.0,234,None,Creditworthy
3950,36 Months,0.5,MORTGAGE,100000.0,Debt Consolidation,PA,13.79,None,36552.068060000005,720.0,0.0,0,12.0,None,10458.0,37.5,33.0,0,None,Creditworthy
15250,36 Months,10.0,RENT,55000.0,Debt Consolidation,GA,25.88,None,35239.05972,670.0,1.0,0,8.0,None,22955.0,86.0,16.0,115,None,Uncreditworthy
18000,36 Months,2.0,RENT,27000.0,Medical,FL,10.8,None,34342.472219999996,680.0,0.0,0,5.0,None,8537.0,75.5,5.0,1000,None,Creditworthy
25000,36 Months,1.0,MORTGAGE,142500.0,Debt Consolidation,MD,13.39,None,31586.388189999998,690.0,1.0,27,16.0,None,39352.0,69.6,47.0,0,None,Creditworthy
8000,36 Months,6.0,RENT,45000.0,Moving,FL,20.43,None,34801.425,695.0,1.0,0,9.0,None,8821.0,70.0,18.0,0,None,Creditworthy
10000,36 Months,2.0,RENT,44000.0,Other,MN,9.68,None,36160.06042,740.0,0.0,0,9.0,None,17643.0,49.7,14.0,445,None,Creditworthy
1000,36 Months,1.0,RENT,30000.0,Major Purchase,CO,2.12,None,38635.161810000005,755.0,0.0,0,8.0,None,1178.0,3.6,12.0,134,None,Creditworthy
10000,36 Months,10.0,RENT,54000.0,Other,NY,16.29,None,37715.17778,710.0,0.0,0,7.0,None,3107.0,69.0,11.0,0,None,Creditworthy
13000,36 Months,5.0,MORTGAGE,31000.0,House,NJ,7.39,None,32886.33889,765.0,4.0,0,3.0,None,9140.0,28.6,5.0,1000,None,Uncreditworthy
15200,36 Months,9.0,MORTGAGE,42000.0,Small Business,GA,18.57,None,32372.2875,705.0,1.0,0,16.0,None,21389.0,69.9,32.0,1000,None,Creditworthy
15000,36 Months,10.0,RENT,110000.0,Debt Consolidation,NY,5.78,None,32856.318060000005,720.0,0.0,54,9.0,None,33436.0,50.6,31.0,139,None,Creditworthy
2700,36 Months,10.0,RENT,24000.0,Major Purchase,FL,11.35,None,38513.42222,705.0,0.0,0,5.0,None,9039.0,57.2,10.0,135,None,Uncreditworthy
7000,36 Months,0.5,RENT,26400.0,Other,CA,9.18,None,31177.050689999996,785.0,2.0,0,10.0,None,6115.0,16.4,12.0,306,None,Creditworthy
14000,36 Months,4.0,RENT,52800.0,Debt Consolidation,CA,7.36,None,38400.06875,680.0,1.0,0,9.0,None,13378.0,70.8,14.0,347,None,Creditworthy
13000,36 Months,5.0,MORTGAGE,100000.0,Debt Consolidation,NJ,10.85,None,36099.33333,690.0,1.0,0,8.0,None,38631.0,64.9,28.0,0,None,Creditworthy
18000,60 Months,7.0,RENT,60000.0,Debt Consolidation,NJ,7.18,None,37498.05,725.0,2.0,0,4.0,None,2030.0,58.0,5.0,274,None,Creditworthy
2975,36 Months,3.0,MORTGAGE,30000.0,Major Purchase,MO,27.44,None,35301.496530000004,755.0,1.0,0,8.0,None,11786.0,55.1,14.0,68,None,Creditworthy
21000,36 Months,5.0,OWN,75000.0,Credit Card,NY,16.98,None,37145.49097,690.0,0.0,0,6.0,None,21056.0,74.4,27.0,483,None,Creditworthy
8000,36 Months,1.0,RENT,65000.0,Wedding,NY,6.65,None,38206.05972,660.0,0.0,0,18.0,None,7855.0,74.1,21.0,503,None,Creditworthy
4200,36 Months,0.5,RENT,35000.0,Debt Consolidation,VA,6.0,None,38361.335419999996,660.0,1.0,0,16.0,None,8597.0,56.9,19.0,308,None,Creditworthy
8000,36 Months,8.0,MORTGAGE,60000.0,Small Business,NY,10.54,None,32837.16111,680.0,0.0,24,12.0,None,12927.0,33.1,25.0,966,None,Creditworthy
5000,36 Months,4.0,RENT,58106.0,Car,MO,0.23,None,36288.44931,765.0,0.0,0,9.0,None,11.0,0.1,16.0,1000,None,Uncreditworthy
5050,36 Months,10.0,MORTGAGE,69900.0,Car,CA,4.36,None,35542.20417,770.0,0.0,0,8.0,None,11624.0,46.3,26.0,0,None,Creditworthy
12000,36 Months,1.0,MORTGAGE,45000.0,Debt Consolidation,MN,19.47,None,36776.45625,705.0,0.0,0,8.0,None,2359.0,78.6,12.0,385,None,Creditworthy
6900,36 Months,10.0,RENT,47480.0,Other,NH,16.81,None,36180.04236,725.0,3.0,32,10.0,None,150.0,3.1,24.0,505,None,Creditworthy
12000,36 Months,5.0,MORTGAGE,158367.0,Home Improvement,CA,2.31,None,37834.50417,740.0,0.0,0,8.0,None,6602.0,14.8,14.0,0,None,Creditworthy
4000,36 Months,5.0,RENT,35500.0,Other,TX,0.88,None,37003.52986,705.0,1.0,0,5.0,None,760.0,3.4,5.0,1000,None,Creditworthy
14900,36 Months,1.0,RENT,39996.0,Debt Consolidation,CA,16.89,None,36197.508330000004,660.0,0.0,42,12.0,None,15586.0,83.3,27.0,787,None,Creditworthy
10000,36 Months,6.0,RENT,55000.0,Debt Consolidation,PA,19.75,None,31019.31667,740.0,3.0,59,10.0,None,12377.0,39.7,37.0,245,None,Creditworthy
2000,60 Months,2.0,RENT,68400.0,Vacation,MD,10.19,None,37601.11528,660.0,3.0,0,10.0,None,2710.0,19.8,12.0,54,None,Creditworthy
5600,36 Months,10.0,MORTGAGE,101400.0,Home Improvement,NJ,14.58,None,36109.190969999996,760.0,1.0,0,11.0,None,3927.0,28.9,30.0,0,None,Creditworthy
4800,36 Months,0.5,OTHER,63200.0,Major Purchase,GA,11.94,Two,36640.47569,685.0,1.0,13,9.0,None,1725.0,33.8,15.0,327,None,Creditworthy
12825,36 Months,3.0,RENT,33280.0,Debt Consolidation,IL,13.13,None,38167.15694,665.0,1.0,60,9.0,None,12498.0,86.2,16.0,272,None,Uncreditworthy
5400,60 Months,2.0,RENT,18996.0,Other,MO,9.29,One,38209.09792,670.0,1.0,6,7.0,None,1823.0,46.7,16.0,120,None,Uncreditworthy
6500,36 Months,7.0,MORTGAGE,130000.0,Wedding,TX,13.01,None,36180.3375,660.0,0.0,0,17.0,None,14870.0,53.7,27.0,0,None,Creditworthy
25000,60 Months,6.0,MORTGAGE,102000.0,Credit Card,MO,19.6,None,35029.43889,695.0,3.0,0,18.0,None,41694.0,56.7,52.0,0,None,Creditworthy
6000,36 Months,10.0,MORTGAGE,65000.0,Car,OR,9.03,None,32893.275689999995,755.0,1.0,0,6.0,None,6827.0,33.3,14.0,0,None,Creditworthy
21600,36 Months,5.0,RENT,60000.0,Debt Consolidation,MA,9.66,None,38513.517360000005,705.0,1.0,0,10.0,None,10810.0,38.5,15.0,0,None,Uncreditworthy
11200,36 Months,8.0,RENT,72000.0,Debt Consolidation,CA,18.45,One,35396.50278,705.0,0.0,13,5.0,None,8337.0,93.7,12.0,647,None,Creditworthy
10000,36 Months,3.0,RENT,76000.0,Car,MO,12.55,None,38610.49097,665.0,2.0,0,9.0,None,5466.0,42.4,12.0,371,None,Creditworthy
8000,36 Months,0.5,RENT,20000.0,Educationalal,VA,0.6,None,38316.413889999996,760.0,0.0,0,3.0,None,2000.0,11.4,7.0,474,None,Creditworthy
2000,36 Months,4.0,RENT,68500.0,Car,TX,5.19,None,32016.082639999997,815.0,0.0,0,6.0,None,630.0,3.7,14.0,0,None,Creditworthy
19000,60 Months,9.0,RENT,36300.0,Debt Consolidation,FL,17.12,None,36867.40139,710.0,1.0,0,11.0,None,19165.0,51.2,20.0,903,None,Creditworthy
5000,36 Months,1.0,OWN,44475.0,Credit Card,CA,17.11,None,37554.35,690.0,0.0,25,9.0,None,7464.0,70.4,14.0,0,None,Creditworthy
12000,36 Months,10.0,MORTGAGE,200000.0,Debt Consolidation,NY,10.05,None,30773.263189999998,690.0,1.0,0,19.0,None,50000.0,67.0,34.0,179,None,Creditworthy
8000,36 Months,10.0,OWN,50000.0,Medical,FL,17.98,None,34363.14514,745.0,0.0,0,6.0,None,38006.0,0.0,25.0,323,None,Creditworthy
7500,36 Months,4.0,MORTGAGE,30000.0,Home Improvement,OR,17.72,One,33467.33056,690.0,1.0,15,7.0,None,6349.0,44.7,23.0,1000,None,Creditworthy
9600,60 Months,10.0,MORTGAGE,50400.0,Home Improvement,CA,3.36,None,35432.18889,715.0,0.0,58,10.0,None,2009.0,4.4,20.0,0,None,Uncreditworthy
10000,36 Months,7.0,MORTGAGE,78000.0,Debt Consolidation,MT,15.42,One,37022.227080000004,705.0,0.0,21,12.0,None,8561.0,52.5,43.0,0,None,Creditworthy
12000,36 Months,3.0,RENT,80000.0,Credit Card,AR,15.83,None,38443.320830000004,680.0,0.0,74,14.0,None,24483.0,42.6,17.0,0,None,Creditworthy
15000,60 Months,10.0,MORTGAGE,100000.0,Credit Card,IL,17.09,None,35115.425,710.0,0.0,0,14.0,None,29203.0,44.5,26.0,180,None,Creditworthy
15000,36 Months,5.0,OWN,160000.0,Home Improvement,IL,8.75,None,34493.17569,770.0,4.0,0,9.0,None,6065.0,41.6,35.0,290,None,Creditworthy
3000,36 Months,6.0,RENT,52800.0,Moving,VA,8.36,One,37176.10278,685.0,0.0,22,12.0,None,2827.0,22.1,20.0,50,None,Creditworthy
23500,36 Months,4.0,RENT,64000.0,Debt Consolidation,IL,24.88,None,30000.0,700.0,1.0,0,9.0,None,30803.0,84.4,17.0,416,None,Creditworthy
8000,36 Months,8.0,MORTGAGE,115000.0,House,WI,2.7,None,33171.06944,760.0,4.0,0,8.0,None,5914.0,15.9,27.0,372,None,Creditworthy
22875,60 Months,6.0,MORTGAGE,80000.0,Debt Consolidation,GA,27.33,None,32292.377080000002,740.0,1.0,0,11.0,None,50000.0,58.6,28.0,0,None,Creditworthy
21000,36 Months,6.0,OWN,68000.0,Other,GA,17.95,None,35229.347219999996,695.0,0.0,0,10.0,None,14533.0,80.7,14.0,261,None,Uncreditworthy
25000,36 Months,10.0,MORTGAGE,89000.0,Credit Card,FL,22.03,One,33945.38681,730.0,0.0,4,22.0,None,11506.0,19.3,46.0,1000,None,Creditworthy
23000,36 Months,3.0,RENT,114000.0,Credit Card,CA,15.59,One,32374.111810000002,695.0,0.0,23,11.0,None,13790.0,67.3,33.0,221,None,Uncreditworthy
8000,36 Months,7.0,OWN,67000.0,Debt Consolidation,AL,14.15,None,35367.37778,690.0,0.0,56,13.0,None,18303.0,84.3,47.0,148,None,Creditworthy
16000,36 Months,2.0,RENT,80000.0,Credit Card,GA,3.81,None,38753.49514,725.0,2.0,0,8.0,None,14790.0,29.3,16.0,286,None,Creditworthy
5000,60 Months,3.0,MORTGAGE,78000.0,Home Improvement,FL,20.48,None,30000.0,760.0,1.0,0,14.0,None,13883.0,35.5,54.0,369,None,Creditworthy
5000,36 Months,9.0,MORTGAGE,62000.0,Credit Card,TX,16.65,None,32449.37847,735.0,0.0,0,6.0,None,33269.0,98.1,22.0,0,None,Creditworthy
6800,36 Months,3.0,MORTGAGE,65000.0,Home Improvement,LA,4.1,None,37220.42431,745.0,6.0,0,17.0,None,155.0,1.2,29.0,560,None,Uncreditworthy
13000,36 Months,2.0,RENT,50500.0,Debt Consolidation,NH,17.23,None,38385.41319,665.0,1.0,0,12.0,None,6570.0,39.3,20.0,1000,None,Creditworthy
12000,36 Months,2.0,MORTGAGE,130000.0,Other,MS,8.32,None,36456.43056,660.0,0.0,24,9.0,None,22044.0,81.6,21.0,474,None,Creditworthy
20000,36 Months,6.0,RENT,132000.0,Credit Card,FL,12.41,None,36069.36181,720.0,0.0,0,6.0,None,43124.0,92.4,39.0,0,None,Creditworthy
15250,36 Months,6.0,MORTGAGE,45500.0,Debt Consolidation,OH,11.76,None,38419.27917,680.0,2.0,0,9.0,None,10244.0,43.2,17.0,245,None,Creditworthy
6125,36 Months,3.0,OWN,61360.0,Debt Consolidation,FL,10.21,None,36804.41111,745.0,0.0,0,16.0,None,6775.0,22.0,28.0,199,None,Creditworthy
2800,36 Months,5.0,RENT,14800.0,Debt Consolidation,NY,5.48,None,37267.201389999995,745.0,3.0,0,8.0,None,1946.0,6.5,25.0,14,None,Creditworthy
14000,36 Months,9.0,RENT,33600.0,Other,NY,22.29,None,35242.47778,765.0,4.0,0,3.0,None,12039.0,88.0,9.0,45,None,Creditworthy
10000,36 Months,4.0,RENT,43000.0,Credit Card,NJ,10.72,None,35137.14028,715.0,3.0,0,12.0,None,11497.0,67.2,29.0,0,None,Creditworthy
3000,36 Months,0.5,RENT,55000.0,Major Purchase,CT,0.33,None,36518.31736,800.0,0.0,0,3.0,None,37.0,0.2,14.0,1000,None,Creditworthy
9600,36 Months,4.0,MORTGAGE,93000.0,Home Improvement,VA,11.23,None,30960.3875,675.0,0.0,0,12.0,None,18576.0,71.2,22.0,330,None,Creditworthy
10000,36 Months,5.0,MORTGAGE,60000.0,Debt Consolidation,CA,15.24,None,39006.28819,665.0,3.0,0,8.0,None,6661.0,74.0,8.0,0,None,Uncreditworthy
25500,36 Months,2.0,MORTGAGE,75000.0,Small Business,WA,8.93,None,36962.17153,695.0,1.0,54,6.0,None,7736.0,75.1,13.0,912,None,Uncreditworthy
3600,60 Months,0.5,OWN,9600.0,Other,FL,0.0,None,37058.29236,680.0,0.0,40,5.0,None,0.0,0.0,9.0,701,None,Creditworthy
12000,36 Months,6.0,MORTGAGE,55635.0,Credit Card,WV,13.5,None,36919.150689999995,730.0,0.0,0,10.0,None,9334.0,48.6,21.0,0,None,Uncreditworthy
16000,60 Months,4.0,MORTGAGE,110000.0,Debt Consolidation,TX,13.48,None,36382.06736,720.0,2.0,0,5.0,None,22822.0,91.3,11.0,0,None,Uncreditworthy
8000,36 Months,10.0,RENT,44000.0,Debt Consolidation,MO,20.13,None,35633.29653,670.0,1.0,0,11.0,None,23860.0,53.0,40.0,0,None,Creditworthy
10000,36 Months,8.0,MORTGAGE,165996.0,Home Improvement,KY,15.02,None,30000.0,750.0,1.0,0,15.0,None,50000.0,44.3,43.0,38,None,Creditworthy
10000,36 Months,10.0,MORTGAGE,67000.0,Home Improvement,MS,11.77,None,34758.534719999996,740.0,1.0,28,5.0,None,220.0,4.0,39.0,150,None,Creditworthy
20000,36 Months,3.0,MORTGAGE,105000.0,Credit Card,PA,11.14,None,34300.286810000005,745.0,1.0,0,7.0,None,8080.0,23.5,16.0,313,None,Creditworthy
12000,36 Months,0.0,RENT,49200.0,Debt Consolidation,VA,8.88,None,32227.20903,675.0,2.0,48,13.0,None,19991.0,71.4,24.0,0,None,Creditworthy
18000,36 Months,0.5,RENT,30996.0,Debt Consolidation,TX,11.3,None,38488.29236,720.0,0.0,0,6.0,None,6653.0,58.4,10.0,164,None,Creditworthy
6000,36 Months,10.0,MORTGAGE,135000.0,Home Improvement,CA,7.3,None,36231.298610000005,705.0,1.0,37,7.0,None,50000.0,68.5,23.0,0,None,Creditworthy
20200,36 Months,2.0,RENT,30372.0,Debt Consolidation,NY,10.19,None,37028.08125,690.0,0.0,0,4.0,None,20167.0,89.6,8.0,256,None,Creditworthy
7000,36 Months,5.0,RENT,30000.0,Medical,PA,21.64,Two,30000.0,660.0,3.0,4,19.0,None,14024.0,28.7,38.0,43,None,Creditworthy
10000,36 Months,3.0,RENT,58000.0,Debt Consolidation,CA,15.43,None,37100.40903,705.0,2.0,0,8.0,None,7366.0,42.8,14.0,448,None,Creditworthy
9000,60 Months,3.0,MORTGAGE,42000.0,Other,SC,13.14,None,37352.45278,690.0,0.0,79,15.0,None,688.0,52.9,31.0,147,None,Uncreditworthy
5000,36 Months,2.0,MORTGAGE,48000.0,Debt Consolidation,TX,13.03,One,36022.49722,675.0,3.0,22,11.0,None,14859.0,81.2,27.0,314,None,Creditworthy
5600,36 Months,4.0,RENT,54000.0,Credit Card,PA,6.84,Three,35531.06319,700.0,0.0,23,9.0,None,2776.0,33.0,21.0,88,None,Creditworthy
5200,36 Months,7.0,MORTGAGE,69000.0,Small Business,AZ,0.57,None,33376.20556,685.0,1.0,0,2.0,One,3594.0,83.6,9.0,660,One,Creditworthy
7125,36 Months,1.0,RENT,22800.0,Debt Consolidation,AZ,16.11,None,39218.43819,665.0,1.0,0,7.0,None,3907.0,63.0,9.0,0,None,Creditworthy
22000,60 Months,0.5,RENT,200000.0,Small Business,AR,18.04,None,34473.440969999996,695.0,3.0,0,12.0,None,50000.0,66.8,49.0,18,None,Uncreditworthy
11000,36 Months,8.0,RENT,37950.0,Credit Card,OH,24.76,None,34989.29722,700.0,1.0,0,12.0,One,12768.0,60.8,21.0,477,One,Creditworthy
25000,36 Months,3.0,MORTGAGE,150000.0,Credit Card,KY,5.18,None,31517.498610000002,740.0,0.0,0,13.0,None,25325.0,64.4,32.0,326,None,Creditworthy
1850,36 Months,0.5,RENT,42000.0,Credit Card,TX,18.31,None,37542.05,695.0,2.0,0,19.0,None,4543.0,92.7,28.0,59,None,Creditworthy
10000,36 Months,2.0,RENT,53500.0,Wedding,NY,1.53,None,39405.28194,735.0,0.0,0,4.0,None,2180.0,28.4,4.0,1000,None,Creditworthy
4000,36 Months,8.0,MORTGAGE,34000.0,Home Improvement,FL,20.26,One,37878.142360000005,690.0,2.0,20,14.0,None,7167.0,41.4,30.0,0,None,Creditworthy
24250,60 Months,10.0,RENT,50000.0,Debt Consolidation,KY,16.08,None,37493.42222,705.0,1.0,0,10.0,None,21210.0,66.5,30.0,0,None,Uncreditworthy
20000,36 Months,10.0,OWN,54000.0,Major Purchase,NY,14.36,None,36119.409719999996,765.0,0.0,0,4.0,None,5139.0,27.5,17.0,60,None,Uncreditworthy
2800,60 Months,7.0,MORTGAGE,84812.0,Home Improvement,NY,20.05,None,34934.08958,690.0,2.0,0,8.0,None,35118.0,93.6,14.0,194,None,Uncreditworthy
